latest_year,id,indicator,year,xaxis_display,value
0,TL,gov_debt_to_gdp_perc,2011,,0
0,TG,gov_debt_to_gdp_perc,2011,,0.33809
0,TO,gov_debt_to_gdp_perc,2011,,0.51853
0,TT,gov_debt_to_gdp_perc,2011,,0.29427
0,TN,gov_debt_to_gdp_perc,2011,,0.4697
0,TR,gov_debt_to_gdp_perc,2011,,0.35912
0,TM,gov_debt_to_gdp_perc,2011,,0.10019
0,TV,gov_debt_to_gdp_perc,2011,,0.19098
0,UG,gov_debt_to_gdp_perc,2011,,0.17959
0,UA,gov_debt_to_gdp_perc,2011,,0.36876
0,AE,gov_debt_to_gdp_perc,2011,,0.20861999999999997
0,GB,gov_debt_to_gdp_perc,2011,,0.8142499999999999
0,US,gov_debt_to_gdp_perc,2011,,0.99493
0,UY,gov_debt_to_gdp_perc,2011,,0.41259
0,UZ,gov_debt_to_gdp_perc,2011,,0.06331
0,VU,gov_debt_to_gdp_perc,2011,,0.21299
0,VE,gov_debt_to_gdp_perc,2011,,0.52476
0,VN,gov_debt_to_gdp_perc,2011,,0.36185
0,YE,gov_debt_to_gdp_perc,2011,,0.45726
0,ZM,gov_debt_to_gdp_perc,2011,,0.20808
0,ZW,gov_debt_to_gdp_perc,2011,,0.42864
0,AF,gov_debt_to_gdp_perc,2012,,0.06759
0,AL,gov_debt_to_gdp_perc,2012,,0.62144
0,DZ,gov_debt_to_gdp_perc,2012,,0.08583
0,AO,gov_debt_to_gdp_perc,2012,,0.26691
0,AG,gov_debt_to_gdp_perc,2012,,0.87494
0,AR,gov_debt_to_gdp_perc,2012,,0.40436
0,AM,gov_debt_to_gdp_perc,2012,,0.41225
0,AU,gov_debt_to_gdp_perc,2012,,0.2752
0,AT,gov_debt_to_gdp_perc,2012,,0.8166100000000001
0,AZ,gov_debt_to_gdp_perc,2012,,0.05831
0,BS,gov_debt_to_gdp_perc,2012,,0.37589
0,BH,gov_debt_to_gdp_perc,2012,,0.36208
0,BD,gov_debt_to_gdp_perc,2012,,0.29078
0,BB,gov_debt_to_gdp_perc,2012,,1.23672
0,BY,gov_debt_to_gdp_perc,2012,,0.36946
0,BE,gov_debt_to_gdp_perc,2012,,1.04811
0,BZ,gov_debt_to_gdp_perc,2012,,0.63717
0,BJ,gov_debt_to_gdp_perc,2012,,0.1954
0,BT,gov_debt_to_gdp_perc,2012,,0.72809
0,BO,gov_debt_to_gdp_perc,2012,,0.35394
0,BA,gov_debt_to_gdp_perc,2012,,0.42207
0,BW,gov_debt_to_gdp_perc,2012,,0.19984
0,BR,gov_debt_to_gdp_perc,2012,,0.61614
0,BN,gov_debt_to_gdp_perc,2012,,0.02101
0,BG,gov_debt_to_gdp_perc,2012,,0.16545
0,BF,gov_debt_to_gdp_perc,2012,,0.25211
0,BI,gov_debt_to_gdp_perc,2012,,0.4143
0,CV,gov_debt_to_gdp_perc,2012,,0.8293699999999999
0,KH,gov_debt_to_gdp_perc,2012,,0.24861
0,CM,gov_debt_to_gdp_perc,2012,,0.14874
0,CA,gov_debt_to_gdp_perc,2012,,0.87151
0,CF,gov_debt_to_gdp_perc,2012,,0.31533
0,TD,gov_debt_to_gdp_perc,2012,,0.22073
0,CL,gov_debt_to_gdp_perc,2012,,0.11939
0,CN,gov_debt_to_gdp_perc,2012,,0.34393
0,CO,gov_debt_to_gdp_perc,2012,,0.33966999999999997
0,KM,gov_debt_to_gdp_perc,2012,,0.25073
0,CG,gov_debt_to_gdp_perc,2012,,0.30198
0,CR,gov_debt_to_gdp_perc,2012,,0.33741
0,CI,gov_debt_to_gdp_perc,2012,,0.24693
0,HR,gov_debt_to_gdp_perc,2012,,0.69086
0,CY,gov_debt_to_gdp_perc,2012,,0.79152
0,CZ,gov_debt_to_gdp_perc,2012,,0.44151
0,CD,gov_debt_to_gdp_perc,2012,,0.2126
0,DK,gov_debt_to_gdp_perc,2012,,0.44894
0,DJ,gov_debt_to_gdp_perc,2012,,0.2505
0,DM,gov_debt_to_gdp_perc,2012,,0.73107
0,DO,gov_debt_to_gdp_perc,2012,,0.4232
0,EC,gov_debt_to_gdp_perc,2012,,0.18776
0,EG,gov_debt_to_gdp_perc,2012,,0.6986199999999999
0,SV,gov_debt_to_gdp_perc,2012,,0.69994
0,GQ,gov_debt_to_gdp_perc,2012,,0.07097
0,ER,gov_debt_to_gdp_perc,2012,,1.71577
0,EE,gov_debt_to_gdp_perc,2012,,0.09837
0,SZ,gov_debt_to_gdp_perc,2012,,0.14382
0,ET,gov_debt_to_gdp_perc,2012,,0.39358
0,FJ,gov_debt_to_gdp_perc,2012,,0.48625
0,FI,gov_debt_to_gdp_perc,2012,,0.56698
0,FR,gov_debt_to_gdp_perc,2012,,0.90602
0,GA,gov_debt_to_gdp_perc,2012,,0.21442
0,GM,gov_debt_to_gdp_perc,2012,,0.49492
0,GE,gov_debt_to_gdp_perc,2012,,0.28123000000000004
0,DE,gov_debt_to_gdp_perc,2012,,0.80745
0,GH,gov_debt_to_gdp_perc,2012,,0.35351
0,GR,gov_debt_to_gdp_perc,2012,,1.62115
0,GD,gov_debt_to_gdp_perc,2012,,1.01501
0,GT,gov_debt_to_gdp_perc,2012,,0.24557
0,GN,gov_debt_to_gdp_perc,2012,,0.27185
0,GW,gov_debt_to_gdp_perc,2012,,0.47388
0,GY,gov_debt_to_gdp_perc,2012,,0.44297
0,HT,gov_debt_to_gdp_perc,2012,,0.24057
0,HN,gov_debt_to_gdp_perc,2012,,0.27086
0,HU,gov_debt_to_gdp_perc,2012,,0.78155
0,IS,gov_debt_to_gdp_perc,2012,,1.33925
0,IN,gov_debt_to_gdp_perc,2012,,0.67985
0,ID,gov_debt_to_gdp_perc,2012,,0.22955
0,IR,gov_debt_to_gdp_perc,2012,,0.13562
0,IQ,gov_debt_to_gdp_perc,2012,,0.34781999999999996
0,IE,gov_debt_to_gdp_perc,2012,,1.19865
0,IL,gov_debt_to_gdp_perc,2012,,0.66958
0,IT,gov_debt_to_gdp_perc,2012,,1.26496
0,JM,gov_debt_to_gdp_perc,2012,,1.4389500000000002
0,JP,gov_debt_to_gdp_perc,2012,,2.26093
0,JO,gov_debt_to_gdp_perc,2012,,0.70521
0,KZ,gov_debt_to_gdp_perc,2012,,0.12125
0,KE,gov_debt_to_gdp_perc,2012,,0.37616
0,KI,gov_debt_to_gdp_perc,2012,,0.08134999999999999
0,KR,gov_debt_to_gdp_perc,2012,,0.35039000000000003
0,KW,gov_debt_to_gdp_perc,2012,,0.03601999999999999
0,KG,gov_debt_to_gdp_perc,2012,,0.50478
0,LA,gov_debt_to_gdp_perc,2012,,0.46103
0,LV,gov_debt_to_gdp_perc,2012,,0.42726
0,LB,gov_debt_to_gdp_perc,2012,,1.3105099999999998
0,LS,gov_debt_to_gdp_perc,2012,,0.39846
0,LR,gov_debt_to_gdp_perc,2012,,0.20504
0,LY,gov_debt_to_gdp_perc,2012,,0.02246
0,LT,gov_debt_to_gdp_perc,2012,,0.39701
0,LU,gov_debt_to_gdp_perc,2012,,0.20849
